1
100 10000 10000
82 51 64 999
83 76 68 990
94 54 91 1000
75 84 240 999
37 4 177 995
54 78 34 992
32 35 231 992
58 30 200 995
17 55 144 990
72 48 245 992
51 50 164 997
14 97 231 995
5 74 84 992
40 6 201 1000
4 90 77 996
92 82 109 991
9 28 68 997
61 71 117 991
7 59 32 996
36 94 46 991
6 31 59 992
26 24 236 1000
15 65 223 995
59 5 160 990
64 18 76 997
77 80 5 991
68 66 155 992
18 27 168 997
49 2 44 995
27 69 34 995
15 65 225 995
73 98 106 992
1 79 42 10
74 23 61 1000
20 3 10 997
78 87 163 992
57 96 133 996
46 49 223 990
71 52 64 992
61 71 84 991
35 58 242 999
40 6 211 997
7 59 8 1000
60 26 7 1000
24 9 36 998
87 57 160 991
75 84 25 990
92 82 45 998
96 70 117 992
27 69 210 997
52 22 227 991
79 91 32 990
42 89 114 991
38 67 44 990
53 63 196 992
62 8 42 1000
54 78 96 998
83 76 200 998
17 55 111 1000
48 11 48 991
80 46 118 999
65 45 206 991
85 47 171 998
89 83 170 992
57 96 24 994
95 88 225 991
68 66 107 997
87 57 131 993
74 23 70 991
3 13 230 994
40 33 80 999
47 16 184 993
65 45 165 997
86 85 214 1000
47 16 19 993
18 27 75 993
4 90 221 1000
84 62 85 999
85 66 190 7
28 53 82 992
73 98 249 996
35 58 234 999
78 87 114 991
95 88 117 997
94 54 144 998
14 97 95 1000
1 68 19 996
52 22 186 997
2 34 101 995
7 59 3 993
74 23 243 994
42 89 202 995
22 41 91 995
22 41 37 995
73 98 105 996
98 92 181 993
37 4 33 995
86 85 192 990
88 33 208 990
56 36 124 991
38 67 44 998
39 5 180 8
9 28 100 993
20 3 219 991
52 22 21 998
62 8 197 999
85 47 202 991
12 60 170 999
64 18 213 999
91 32 87 993
97 19 42 990
1 68 18 993
14 97 172 991
74 23 63 990
56 36 204 993
90 39 172 991
61 71 150 999
95 88 41 992
78 87 234 995
98 92 122 994
26 24 14 992
28 53 117 996
56 36 73 997
91 32 27 996
5 74 131 996
56 36 248 991
9 28 30 998
13 29 104 996
1 68 122 997
15 65 224 996
91 32 100 997
48 11 199 993
84 62 139 997
26 24 81 1000
74 23 186 991
35 58 63 1000
97 19 54 992
52 22 218 996
55 100 239 997
30 37 88 995
43 17 147 995
64 18 214 992
93 42 145 992
67 25 114 997
79 91 177 993
71 52 131 990
46 49 83 992
13 29 83 990
77 80 7 997
47 16 72 995
94 54 231 997
36 94 226 993
38 67 175 1000
20 3 73 990
54 78 157 996
75 84 82 995
17 55 24 996
82 51 236 999
99 81 103 994
90 39 81 992
16 38 237 996
16 38 132 994
33 10 73 993
26 24 39 991
35 58 113 990
41 20 124 997
39 44 156 1000
5 74 207 997
30 37 182 990
16 38 51 996
68 66 185 990
34 64 207 994
95 88 72 998
96 70 222 997
38 67 234 998
49 2 190 1000
45 14 59 996
82 51 169 1000
70 99 75 997
95 88 96 991
65 45 119 997
41 20 130 992
4 90 96 995
58 30 242 997
3 13 85 995
80 46 156 996
55 100 104 999
28 53 89 998
26 24 232 998
73 98 171 990
17 55 3 993
2 34 154 990
42 89 176 997
51 50 183 1000
53 63 37 993
58 30 9 998
90 39 201 992
72 48 75 991
22 41 122 997
24 9 8 997
71 52 243 997
69 12 69 990
2 34 213 995
21 40 8 997
39 44 58 997
16 38 119 998
5 74 47 990
97 19 95 994
15 65 98 991
90 39 176 1000
43 17 247 995
45 14 194 995
68 66 245 992
51 50 140 993
67 25 88 998
61 71 246 991
90 39 166 999
56 36 85 997
86 85 139 999
66 77 227 997
45 14 92 999
45 14 244 997
86 85 110 995
60 26 245 992
23 21 193 992
61 71 11 999
12 60 105 1000
8 43 237 992
67 25 179 991
64 18 193 999
19 56 50 995
70 99 17 992
63 93 39 994
9 28 242 996
51 50 45 994
2 34 101 997
69 12 9 999
12 60 69 992
50 72 66 993
49 2 214 997
5 74 167 993
71 52 112 1000
49 2 152 990
82 51 52 999
2 25 52 991
38 67 200 993
52 22 227 992
27 69 245 993
4 90 108 993
14 97 136 990
62 8 138 996
14 97 17 990
84 62 104 996
27 69 64 999
3 13 135 1000
96 70 210 996
52 22 236 996
73 98 248 990
53 63 206 990
94 54 151 991
24 9 249 997
15 65 206 990
62 8 85 993
77 80 35 990
90 39 12 995
47 16 191 997
58 30 189 996
23 21 212 1000
14 97 23 993
5 74 186 996
44 95 174 997
91 32 85 997
94 54 239 992
90 39 179 991
45 14 53 993
13 29 229 995
94 54 73 994
87 57 128 999
64 18 221 990
40 6 97 990
75 84 18 996
66 77 63 995
20 3 74 999
56 36 135 991
11 61 43 998
80 46 93 990
12 60 27 990
66 77 53 998
47 32 224 998
39 44 166 994
97 19 148 996
72 48 205 999
90 39 100 991
60 26 235 997
84 62 101 990
6 31 27 993
99 81 141 990
53 63 210 999
20 3 54 995
58 30 118 1000
78 87 206 997
3 13 201 994
56 36 17 999
42 89 19 993
36 94 219 992
27 69 104 997
93 42 141 996
52 22 225 996
68 66 169 991
96 70 217 994
28 53 198 991
91 32 44 999
20 3 32 991
30 37 249 998
48 11 92 999
40 6 90 994
63 93 37 997
64 18 208 996
53 63 57 994
16 38 56 999
16 38 232 999
91 32 75 992
66 77 80 990
32 35 206 990
21 40 225 999
31 15 250 999
72 48 208 1000
24 9 64 994
13 29 48 996
14 97 190 993
90 39 38 1000
15 65 124 1000
3 13 190 1000
72 48 113 999
17 55 147 992
98 92 146 990
76 75 126 998
13 99 118 2
51 50 17 995
59 5 172 992
48 11 184 993
89 83 11 997
46 49 52 1000
34 64 133 998
75 84 237 998
88 33 155 995
79 91 191 994
85 47 179 999
60 26 186 998
93 72 239 2
80 46 225 994
69 12 6 996
30 37 235 991
93 42 156 994
50 72 2 997
53 63 34 998
64 18 138 990
16 38 172 993
8 43 148 998
66 77 92 1000
68 66 67 991
33 10 217 991
3 13 148 999
41 20 14 997
67 25 220 995
83 76 106 995
82 51 83 998
37 4 22 996
61 71 190 993
8 43 101 996
73 98 72 992
77 80 62 999
35 58 193 997
90 39 166 998
26 24 94 991
45 14 45 995
3 13 124 991
56 36 209 999
18 27 201 999
4 90 236 999
60 26 60 997
95 88 139 999
30 37 146 997
42 89 82 997
79 91 65 991
80 46 30 990
86 85 70 997
7 59 197 996
82 51 101 994
10 73 147 995
1 68 51 996
50 72 183 996
23 21 81 998
15 65 47 991
62 8 188 992
76 75 21 999
31 15 10 1000
7 59 17 990
33 10 109 996
88 33 231 994
17 55 194 990
46 49 153 998
27 69 17 991
73 98 65 990
82 51 152 993
49 2 35 998
46 49 182 1000
36 94 198 993
64 18 117 999
63 93 39 995
49 2 52 993
93 42 41 998
35 58 80 999
62 8 186 993
75 84 55 1000
53 63 122 998
14 97 15 996
49 2 207 995
74 23 113 990
2 34 55 996
53 63 113 990
1 68 124 1000
95 88 209 991
6 10 45 990
93 42 115 999
80 46 185 992
38 67 82 999
19 56 148 994
49 2 30 994
80 46 164 994
41 20 24 998
76 75 223 1000
12 60 89 997
33 10 250 997
59 5 142 999
24 9 38 992
72 48 49 999
13 29 129 991
85 47 62 996
74 23 32 992
14 97 73 997
86 85 40 995
85 47 243 999
65 45 163 993
4 90 91 998
79 91 50 1000
18 27 51 999
69 12 79 991
20 3 172 993
53 63 190 999
5 74 134 1000
27 69 163 991
75 84 114 992
65 45 103 999
99 81 151 993
28 53 125 997
24 9 83 993
24 9 129 991
46 49 217 991
53 63 14 993
62 8 187 999
13 29 49 999
3 13 80 998
75 84 199 991
41 20 130 991
22 41 193 997
13 29 248 991
25 7 55 998
65 45 94 993
72 48 24 997
53 63 8 997
13 29 101 991
18 27 241 990
36 94 81 995
36 94 219 993
8 43 128 993
27 69 206 994
47 16 247 998
27 69 101 990
12 60 179 992
8 43 145 990
64 18 235 994
40 6 187 996
10 73 171 997
54 78 234 994
73 98 49 998
27 69 11 998
63 93 122 994
88 33 121 993
99 81 90 993
68 66 230 991
28 53 218 998
13 29 146 996
37 4 151 992
68 66 111 990
14 97 32 992
65 45 248 993
85 47 200 996
95 88 124 993
87 57 165 992
54 78 187 998
7 59 29 995
68 66 9 993
59 5 187 993
79 91 77 1000
49 2 175 993
25 7 55 994
22 41 55 996
69 12 86 995
60 26 209 992
10 73 116 997
49 2 147 994
97 19 111 990
48 11 54 998
47 16 227 996
93 42 167 990
20 3 75 994
55 100 224 995
96 70 124 993
15 65 35 996
26 24 232 996
50 72 45 990
52 22 1 995
97 19 98 997
55 100 104 999
87 57 192 994
4 90 13 997
7 59 18 996
70 99 33 999
88 33 36 999
3 13 132 999
33 10 231 995
35 58 68 992
94 54 54 991
76 75 95 990
6 31 130 998
89 83 128 993
11 61 101 993
54 78 69 992
87 57 126 991
61 71 215 998
3 13 153 1000
96 70 212 999
61 71 19 991
54 78 27 991
38 67 220 998
21 40 126 1000
57 96 237 999
10 73 120 993
35 58 22 994
78 87 72 999
67 25 71 996
92 82 25 992
14 97 85 999
25 7 135 994
31 15 168 997
20 3 249 995
54 78 240 997
3 13 221 993
15 65 210 994
43 17 36 990
56 36 133 993
77 80 22 996
78 87 242 992
87 57 51 998
38 67 209 998
40 6 199 995
19 56 95 994
37 4 105 992
46 49 162 998
47 16 67 996
53 63 22 999
66 77 44 998
69 12 109 995
90 39 143 993
74 23 38 992
54 78 86 999
89 83 77 995
20 3 133 994
28 53 174 998
4 90 130 996
15 65 52 993
30 37 231 994
8 43 94 991
54 78 219 996
91 32 98 995
33 10 164 998
44 95 84 992
24 98 11 6
93 42 246 990
1 68 68 992
91 32 4 1000
89 83 105 997
87 57 91 999
71 52 39 994
99 81 18 995
74 23 53 992
17 55 60 990
96 70 105 993
44 95 160 998
32 35 198 990
7 59 59 991
35 58 167 1000
37 4 231 990
17 55 58 1000
60 26 197 999
39 44 136 993
82 51 21 991
93 42 76 993
91 32 104 996
75 84 89 995
56 36 209 998
69 12 43 995
85 47 128 993
87 57 50 996
18 27 131 994
26 24 225 998
34 64 222 991
20 3 111 994
4 90 28 997
39 44 65 990
11 61 234 999
33 10 191 996
4 90 155 991
8 43 38 990
25 7 223 996
7 59 170 994
33 10 247 995
44 95 137 992
99 81 108 993
93 42 230 994
84 62 227 990
5 74 186 1000
22 41 49 994
95 88 247 997
66 77 38 995
92 82 154 992
77 80 138 991
72 48 10 997
82 51 142 991
58 30 207 995
91 32 137 1000
17 70 35 991
84 62 71 999
63 93 53 993
59 5 184 999
77 80 83 997
65 45 134 1000
99 81 192 990
3 13 28 998
22 41 26 990
21 40 110 996
10 73 3 993
60 26 150 999
67 25 62 998
90 39 172 993
35 58 113 993
25 7 39 995
97 19 126 992
78 87 192 995
12 60 122 993
5 74 3 997
18 27 68 992
30 37 19 1000
3 13 27 991
78 87 32 996
23 95 132 991
85 47 147 992
78 87 78 992
27 69 65 991
59 5 25 991
69 12 36 992
30 37 152 998
1 68 1 993
20 3 35 994
28 53 170 992
70 99 177 997
12 60 197 994
2 34 32 997
87 57 68 1000
67 25 244 1000
95 88 250 998
23 21 219 1000
22 41 114 992
8 43 116 993
61 71 145 992
25 7 153 991
53 63 216 991
68 66 83 994
35 58 228 994
13 29 59 993
12 60 57 994
65 45 100 1000
97 19 64 993
79 91 224 997
95 88 154 995
84 62 194 998
25 7 189 993
97 19 95 994
22 41 189 990
58 30 28 998
13 29 228 1000
31 15 238 997
89 83 132 997
18 27 248 990
17 55 16 990
92 82 177 999
20 3 64 995
95 88 117 998
91 32 52 1000
62 8 96 991
97 19 230 990
84 62 228 1000
31 15 8 993
63 93 58 993
62 8 69 990
54 78 65 990
68 66 185 993
52 22 189 991
61 71 230 997
82 51 50 999
63 93 26 992
98 92 90 990
45 14 216 1000
14 97 78 993
28 53 91 997
66 77 105 996
63 93 164 992
76 75 23 999
33 10 126 999
82 51 164 995
96 70 60 994
21 40 189 990
72 48 227 995
84 62 5 999
4 90 151 993
97 19 195 996
64 18 26 993
54 78 32 990
54 78 75 998
97 19 227 991
1 68 243 991
43 17 32 991
96 70 102 991
42 19 101 990
5 74 35 996
16 38 41 998
59 5 46 991
76 75 19 990
16 38 178 992
54 78 39 992
79 91 137 990
14 97 218 993
95 88 154 1000
16 38 174 997
96 70 232 995
82 51 102 993
22 41 60 1000
25 7 209 992
91 32 231 1000
19 56 105 999
71 52 181 995
78 87 156 993
69 12 53 997
74 23 57 1000
67 25 102 995
71 52 150 996
30 37 241 1000
8 43 9 1000
25 7 168 993
93 42 197 997
85 47 243 996
48 11 241 994
32 35 86 1000
98 92 185 996
30 37 123 996
20 3 217 1000
64 39 41 2
38 67 202 990
82 51 136 991
47 16 126 991
23 21 235 1000
20 3 21 996
16 38 163 992
35 58 216 997
74 23 2 992
91 32 31 997
8 43 153 996
89 83 232 992
1 68 31 992
32 35 48 994
37 4 183 1000
66 77 86 991
60 26 68 990
88 33 112 997
28 53 219 993
33 10 22 998
32 35 6 991
67 25 233 996
21 40 173 992
91 32 44 996
51 50 238 992
22 41 193 1000
93 42 213 1000
30 46 23 998
26 24 4 994
40 6 21 992
69 12 81 999
43 17 67 991
43 17 131 997
19 56 107 991
20 3 11 992
19 56 63 998
91 32 47 996
42 89 195 993
86 85 169 990
78 87 6 1000
42 89 11 995
84 62 114 998
33 10 31 991
44 95 99 991
18 27 179 998
54 78 81 996
15 65 55 993
21 40 97 996
5 74 190 992
64 18 13 996
28 53 116 997
72 48 1 997
5 74 106 998
54 78 86 992
45 14 67 994
84 62 6 1000
30 37 204 994
80 46 2 998
85 47 135 990
61 71 49 999
32 35 30 994
30 37 68 1000
39 44 204 1000
56 36 23 999
63 93 135 994
63 93 209 993
18 27 234 1000
63 93 161 999
79 91 92 999
19 56 247 998
22 41 61 1000
31 15 108 994
91 32 56 992
31 15 99 1000
6 31 36 997
75 84 173 990
60 26 103 992
69 12 219 990
39 44 80 990
93 42 138 999
4 90 46 992
30 37 35 992
20 3 25 999
72 48 98 997
85 47 77 995
27 69 63 998
86 85 232 996
99 81 66 995
60 26 34 999
24 9 127 1000
99 81 248 997
32 35 124 990
73 98 7 992
61 71 42 992
13 29 149 993
37 4 158 998
52 22 142 990
64 18 128 997
90 39 65 998
9 28 216 1000
83 76 37 991
17 55 193 996
34 64 103 1000
84 62 78 999
15 65 218 996
90 39 40 991
45 14 134 990
26 24 218 990
96 70 16 990
83 76 204 998
32 35 144 997
42 89 224 995
43 17 158 996
32 35 71 998
35 58 163 997
7 59 211 999
79 91 55 991
27 69 73 995
15 65 214 996
68 66 147 993
16 38 47 993
3 13 28 999
95 88 181 995
87 57 208 990
49 2 52 991
84 62 155 997
41 20 233 993
90 39 18 1000
26 24 185 990
47 16 204 992
86 85 234 1000
77 80 208 992
39 44 93 999
88 33 25 1000
60 26 41 993
31 15 88 997
60 10 23 5
1 68 217 995
53 63 16 993
27 69 215 993
22 41 122 993
30 37 73 990
32 35 2 1000
76 75 112 996
52 22 80 994
44 95 13 993
26 24 238 991
54 78 221 991
83 76 162 999
64 59 58 1000
71 52 54 990
54 78 146 994
70 99 178 995
33 10 36 990
39 44 220 999
89 83 220 1000
44 95 226 999
52 22 37 999
92 82 237 993
22 41 86 996
62 8 238 991
73 98 70 994
41 20 203 990
46 49 244 1000
40 6 68 997
89 83 73 990
78 52 139 990
64 18 193 992
52 22 42 996
2 34 79 999
51 50 199 998
27 69 171 995
48 11 135 993
9 28 229 998
34 64 228 992
85 47 188 997
89 83 149 1000
27 69 99 992
55 100 244 994
33 10 191 996
50 72 86 992
17 55 113 990
96 70 132 994
8 43 157 993
52 22 29 993
75 84 199 992
18 27 219 997
16 38 128 997
92 82 20 990
34 64 65 996
54 78 109 1000
3 13 168 1000
30 37 243 997
16 38 186 994
93 42 114 992
12 60 166 992
86 85 62 1000
55 100 99 997
95 88 225 993
9 28 106 997
83 76 190 1000
11 61 138 997
62 8 75 993
1 68 191 991
64 18 77 994
42 89 94 1000
32 35 140 998
99 81 99 991
72 48 74 992
61 71 160 996
16 38 210 998
46 49 94 997
78 87 73 992
91 32 101 995
57 96 120 993
93 97 210 990
65 45 43 995
31 15 139 994
52 22 30 998
50 72 222 996
96 70 187 993
26 24 136 992
7 59 151 999
41 20 172 996
41 20 215 991
95 88 15 999
75 84 3 993
8 43 53 1000
30 37 107 993
10 73 92 998
72 48 211 998
90 39 69 997
41 57 218 10
7 59 49 999
54 78 53 997
61 71 192 992
25 7 175 995
35 58 141 998
35 58 46 993
51 50 113 997
46 49 191 991
35 58 10 991
45 14 3 996
23 21 241 991
19 56 159 998
63 93 110 994
41 20 177 994
42 89 79 999
52 22 174 994
98 92 24 1000
70 99 74 995
23 21 2 990
21 40 195 996
35 58 14 998
48 11 4 991
63 93 228 992
7 59 171 998
23 21 102 1000
80 46 240 996
58 38 34 4
52 22 142 990
63 93 96 999
84 62 112 994
57 96 209 990
52 22 179 994
96 70 50 992
63 93 189 990
7 59 103 993
34 64 211 991
90 39 167 992
2 34 126 996
55 100 183 994
52 22 217 994
21 40 184 999
37 4 10 999
89 83 139 992
52 75 61 997
52 22 52 997
30 37 176 993
11 61 177 994
25 7 104 993
75 84 108 997
71 52 191 997
8 43 217 999
14 97 189 991
91 32 247 994
14 97 142 998
51 50 234 1000
17 55 205 990
4 90 60 994
83 76 189 992
77 80 149 992
92 82 27 996
32 35 67 996
40 6 111 997
60 26 68 998
66 77 36 991
99 81 36 995
25 7 189 996
4 90 226 1000
30 37 209 991
48 11 150 999
65 45 48 994
6 31 164 998
80 46 1 994
66 77 241 995
68 66 129 999
47 16 32 990
9 28 139 992
66 77 12 993
88 33 238 996
55 100 162 991
3 13 150 1000
78 87 163 995
78 87 134 990
78 87 53 998
12 60 43 1000
52 22 143 997
50 72 182 992
6 31 210 993
25 7 89 990
60 26 205 992
57 96 47 1000
69 12 170 998
45 14 228 999
47 16 97 994
64 18 10 992
16 38 125 994
63 93 29 993
94 54 241 996
96 70 144 998
7 59 136 993
4 90 249 997
66 77 21 993
34 64 5 993
42 89 117 999
30 37 181 996
30 37 102 996
11 61 29 995
34 64 15 1000
25 7 199 998
84 62 77 991
26 24 154 996
30 37 194 993
65 45 161 1000
63 93 61 997
76 75 72 998
46 49 88 992
82 51 19 998
40 6 194 996
91 32 73 996
41 20 91 993
5 74 111 994
34 64 38 990
76 75 250 998
39 44 32 992
24 9 65 997
44 95 199 997
27 69 11 998
63 93 140 995
76 75 219 992
59 5 16 997
44 95 64 998
92 82 229 996
44 95 24 996
56 36 114 995
57 96 83 1000
7 59 150 990
22 41 124 993
14 97 76 993
78 87 119 998
90 39 104 999
46 49 233 997
41 20 119 998
41 20 214 998
33 10 120 997
65 45 212 994
98 92 2 1000
5 74 64 1000
74 23 185 997
69 12 208 998
51 50 158 996
35 58 83 996
5 74 43 993
60 26 181 997
33 10 128 993
1 68 89 994
31 15 81 990
94 54 8 995
97 19 19 1000
96 70 100 991
38 67 70 990
86 85 248 1000
33 10 158 991
18 27 20 993
5 74 99 991
41 20 222 995
68 66 100 990
51 50 69 999
96 70 53 992
54 78 126 993
67 25 13 994
18 27 8 998
73 98 17 991
53 63 155 993
99 81 26 992
50 72 192 999
23 21 94 996
61 71 190 994
45 14 106 996
52 22 82 996
6 31 214 995
36 94 23 995
97 19 65 990
44 95 120 992
20 3 188 991
31 15 203 992
67 25 13 998
35 58 207 1000
92 82 99 996
22 41 197 1000
46 49 68 996
22 41 85 990
54 78 102 997
66 77 100 999
10 73 95 995
82 51 33 1000
45 14 210 992
36 94 149 1000
2 34 111 990
44 95 152 990
3 13 3 996
48 11 13 999
97 19 166 1000
89 83 224 992
65 45 164 995
82 51 166 999
37 4 172 993
94 54 3 996
56 36 21 996
62 8 42 990
80 46 62 994
84 62 1 993
13 29 188 1000
75 84 16 998
45 14 210 996
61 71 13 992
68 66 6 990
10 73 210 993
77 80 61 992
19 56 124 995
36 94 243 999
66 77 146 992
83 76 112 992
69 12 99 991
97 19 10 993
87 57 232 998
40 6 132 997
86 85 171 992
57 96 93 999
20 3 226 996
1 68 157 990
57 96 46 993
89 83 46 992
83 76 63 991
54 78 140 993
51 50 178 994
84 62 227 997
18 27 28 995
70 99 229 998
79 91 7 994
24 9 71 998
91 32 144 995
19 56 153 991
22 41 29 997
26 24 164 991
31 15 172 1000
98 92 62 998
21 40 14 990
24 9 77 991
84 62 124 990
21 40 191 999
12 60 27 995
3 13 90 999
94 54 116 994
42 89 112 998
64 18 158 995
4 90 156 994
63 93 121 993
57 96 125 999
20 3 182 991
32 35 70 990
90 39 43 994
78 87 231 990
50 72 26 996
94 54 60 993
90 39 176 997
24 9 114 997
1 68 34 998
16 38 127 1000
54 78 7 994
53 63 200 993
87 57 103 998
84 78 186 994
88 33 9 995
41 20 22 990
94 54 150 991
50 72 237 993
63 93 186 1000
52 22 151 994
39 44 179 999
34 64 199 993
63 93 40 999
89 83 69 991
7 59 146 995
92 82 179 1000
85 47 170 990
82 51 202 994
22 41 65 991
75 84 117 990
68 66 156 1000
63 93 205 990
2 34 75 1000
33 10 190 992
22 41 146 995
23 21 179 999
9 28 114 990
73 98 179 999
63 93 187 990
43 17 141 999
43 17 222 993
60 26 37 1000
88 33 215 994
40 6 153 992
26 24 204 996
6 31 206 1000
9 28 104 1000
96 43 107 1
62 8 174 993
68 66 250 997
40 6 130 996
9 28 135 998
61 71 248 991
22 41 148 995
8 43 85 991
42 89 58 999
5 74 127 993
45 14 235 994
92 82 186 1000
73 98 203 990
84 62 181 999
97 19 18 997
90 39 96 998
33 10 199 999
54 78 54 999
87 57 247 990
57 96 81 991
55 100 111 995
68 66 127 992
61 71 95 995
83 76 9 991
86 85 40 993
59 5 21 990
36 94 178 993
53 63 159 992
67 25 72 992
93 42 216 996
55 100 119 996
9 15 194 1000
71 52 108 995
97 19 62 990
79 91 202 1000
44 95 238 990
70 99 160 996
35 58 21 995
50 72 170 999
27 69 4 991
42 89 41 994
57 96 163 998
24 9 51 996
84 62 202 1000
86 85 45 990
79 91 210 999
55 100 208 991
6 31 217 999
16 38 206 992
25 7 224 993
19 56 104 990
94 61 206 998
54 78 24 999
21 40 58 998
99 81 190 993
6 31 211 990
17 55 75 991
7 59 224 997
43 17 5 991
54 78 95 997
64 18 55 995
43 17 203 997
21 40 222 990
88 33 217 997
74 23 190 997
93 42 81 995
97 19 248 998
97 19 24 992
32 35 90 997
11 61 138 997
33 10 126 996
89 83 30 991
7 59 174 992
25 7 210 993
91 32 98 995
46 49 27 997
97 19 211 995
59 5 187 1000
85 47 54 1000
74 23 180 1000
56 36 125 1000
18 27 19 992
31 15 249 993
11 61 134 994
5 39 237 998
5 74 222 991
78 87 168 993
95 88 112 999
47 16 158 994
60 26 83 996
24 9 79 992
47 16 9 996
88 33 185 990
99 13 250 994
56 36 147 991
12 60 23 995
76 75 232 991
1 68 49 999
22 41 112 992
2 34 207 997
84 62 88 990
1 68 128 1000
57 96 104 997
88 33 25 990
48 56 47 10
68 66 100 1000
75 84 113 992
7 59 99 995
94 54 131 994
79 91 131 993
24 9 131 997
92 82 196 991
15 65 234 996
5 74 215 996
35 58 86 990
23 21 125 990
47 16 28 994
21 40 199 992
44 95 28 990
66 77 30 994
55 100 88 1000
94 54 2 995
16 38 77 993
30 37 118 1000
9 28 154 992
17 55 195 994
90 59 241 8
7 59 21 1000
68 66 229 994
97 19 60 990
12 60 184 997
84 62 179 991
78 87 123 999
63 93 232 995
3 13 41 999
11 61 40 996
83 76 159 991
77 80 143 992
50 72 176 990
89 83 4 997
25 7 7 991
92 82 225 996
4 90 214 997
96 70 172 993
73 98 188 996
20 3 191 997
85 47 204 997
52 22 102 993
53 63 231 997
5 74 224 993
70 99 157 996
95 88 132 991
72 48 149 995
40 6 117 998
42 89 90 993
54 78 224 996
78 87 192 999
94 54 244 990
68 66 219 992
91 32 191 993
67 25 240 996
87 62 220 6
96 70 15 997
5 74 79 996
39 44 10 993
21 40 79 993
63 93 100 996
7 59 58 996
37 4 220 997
47 16 200 997
37 4 58 994
62 8 62 995
71 52 160 993
26 24 118 994
32 35 158 999
42 89 228 996
58 30 240 998
49 2 226 993
83 76 192 992
84 62 154 1000
55 100 138 1000
38 67 45 1000
67 25 31 993
92 82 69 991
36 94 230 992
12 60 193 1000
21 40 120 990
83 76 195 996
1 68 205 995
67 25 83 1000
47 16 238 997
57 96 18 995
71 52 38 994
97 19 47 996
49 2 78 996
59 5 234 991
98 92 230 999
94 54 225 1000
38 67 24 999
36 94 191 997
74 23 194 993
38 67 102 998
82 51 149 994
4 90 94 993
39 44 198 991
28 53 7 990
19 56 234 990
10 73 34 1000
94 54 81 995
49 2 147 998
75 84 173 1000
11 61 64 1000
25 7 215 990
21 40 208 994
1 68 209 995
18 27 94 990
5 74 85 993
82 51 156 993
45 14 245 1000
84 62 232 1000
40 6 115 990
61 71 164 996
59 5 107 992
22 41 42 991
82 51 28 996
60 26 52 995
17 55 164 997
6 31 178 995
61 71 95 992
55 100 101 991
75 84 245 991
48 11 237 994
39 44 117 990
72 48 125 998
5 74 216 999
74 23 162 995
34 64 154 996
5 74 16 994
21 40 105 991
49 2 124 993
59 5 184 996
33 10 77 999
82 51 16 999
4 90 230 992
30 37 127 999
90 39 250 990
58 30 65 1000
38 67 13 993
82 51 199 995
26 24 202 992
10 73 113 991
7 4 164 995
28 53 91 992
94 54 184 995
17 55 96 990
22 41 132 996
99 81 26 991
83 76 101 995
61 71 163 995
77 80 142 990
14 97 27 998
90 39 56 993
84 62 134 992
26 24 131 990
39 44 38 994
4 90 52 996
72 48 62 994
4 90 153 998
1 68 244 997
18 27 41 990
70 99 226 999
40 6 210 995
67 25 200 999
84 62 196 997
72 48 161 997
64 18 168 992
23 21 142 996
58 30 154 995
80 46 201 998
48 11 79 992
32 35 196 999
64 18 103 1000
65 92 206 1000
10 73 62 994
36 83 201 8
5 74 233 990
26 24 38 994
95 88 62 991
30 37 208 990
80 46 31 998
73 98 170 1000
24 9 116 992
55 100 197 992
1 68 103 995
60 26 54 1000
54 78 86 998
38 67 133 993
88 33 117 998
45 14 49 991
58 30 97 992
27 69 148 994
43 17 158 999
41 20 81 1000
73 98 221 998
74 23 243 1000
90 39 244 997
80 58 49 2
95 88 8 995
4 90 140 992
58 30 76 993
85 47 139 992
22 41 138 999
14 97 60 998
87 57 33 1000
21 40 225 995
35 58 224 998
96 70 175 1000
15 65 140 998
53 63 26 996
8 43 47 998
74 23 24 994
21 40 56 996
10 73 72 990
69 12 113 991
79 91 137 999
84 62 135 994
77 80 53 1000
89 83 38 992
28 53 238 992
51 50 9 995
86 85 95 997
53 63 195 995
56 36 204 997
66 77 112 997
90 39 45 1000
94 54 22 993
51 50 22 999
85 47 208 999
71 52 59 995
83 76 45 1000
47 16 217 991
6 31 109 998
19 56 186 995
14 97 23 1000
49 37 35 6
35 58 15 997
73 98 68 999
28 53 69 996
8 43 83 992
48 11 181 990
8 43 65 995
57 96 77 992
99 81 76 990
64 18 39 995
24 9 42 1000
63 93 63 994
68 66 124 996
70 99 45 992
7 59 52 996
75 84 79 999
76 75 214 992
34 64 155 996
43 17 174 996
24 9 32 994
6 31 250 998
89 83 42 998
53 63 129 999
77 80 13 998
54 78 220 1000
93 42 145 992
54 78 221 996
52 22 117 993
37 4 193 995
59 5 234 994
64 18 106 998
87 57 148 999
85 47 33 999
76 75 32 997
12 60 164 995
63 93 97 999
33 10 129 997
9 28 53 990
12 60 224 992
9 28 169 998
75 84 224 991
12 60 217 994
53 63 203 997
53 63 146 991
89 83 241 992
55 100 56 995
25 7 195 995
54 78 215 991
74 23 23 1000
7 59 187 995
40 6 12 997
45 14 101 996
51 50 207 993
5 74 193 990
34 64 223 996
27 69 213 998
41 20 67 996
62 8 46 997
42 89 113 993
53 63 67 993
95 88 50 997
7 59 211 991
19 56 93 998
50 72 19 999
80 46 60 994
21 40 32 999
48 11 31 997
84 62 7 999
98 92 77 995
39 44 49 994
